codigo_iccs,tipo,estado_civil,estatus_migratorio,edad,sexo,genero,nacionalidad,autoidentificacion_etnica,numero_detenciones,nivel_de_instruccion,condicion,movilizacion,tipo_arma,arma,Fecha_Detención,hora_detencion_aprehension,lugar,tipo_lugar,codigo_distrito,codigo_circuito,codigo_subcircuito,Zona,Subzona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,Canton,nombre_parroquia,presunta_flagrancia,presunta_infraccion,Presunta_Subinfracción,presunta_modalidad
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/23/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D03,09D03C01,09D03C01S04,ZONA 8,DMG,9 DE OCTUBRE,CHILE,CHILE 4,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,CASADO/A,SIN DATO,34,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/29/2024,18:00,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D02,09D02C04,09D02C04S03,ZONA 8,DMG,ESTEROS,TRINITARIA NORTE,TRINITARIA NORTE 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,REGULAR,23,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/17/2024,4:19,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D03,09D03C04,09D03C04S03,ZONA 8,DMG,9 DE OCTUBRE,GARAY,GARAY 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,21,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/17/2024,4:19,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D03,09D03C04,09D03C04S03,ZONA 8,DMG,9 DE OCTUBRE,GARAY,GARAY 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,17,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/17/2024,4:19,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D03,09D03C04,09D03C04S03,ZONA 8,DMG,9 DE OCTUBRE,GARAY,GARAY 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20112.05,APREHENDIDO,CASADO/A,REGULAR,44,HOMBRE,MASCULINO,ECUATORIANO,MONTUBIO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/26/2024,22:30,ESPACIO PRIVADO,ÁREA PRIVADA,18D02,18D02C12,18D02C12S01,ZONA 3,TUNGURAHUA,AMBATO SUR,HUACHI GRANDE,HUACHI GRANDE 1,18,1801,180155,TUNGURAHUA,AMBATO,HUACHI GRANDE,SI,CONTRAVENCIÓN DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
70232,APREHENDIDO,SOLTERO/A,NO APLICA,24,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/22/2024,10:15,AEROPUERTO,TRANSPORTE,17D09,17D09C11,17D09C11S01,ZONA 9,DMQ,TUMBACO,TABABELA,TABABELA 1,17,1701,170183,PICHINCHA,QUITO,TABABELA,SI,DELITOS CONTRA LA FE PÚBLICA,FALSIFICACIÓN Y USO DE DOCUMENTO FALSO,SIN DATO
20721.02,APREHENDIDO,CASADO/A,NO APLICA,50,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/7/2024,1:47,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D03,17D03C14,17D03C14S02,ZONA 9,DMQ,LA DELICIA,POMASQUI,POMASQUI 2,17,1701,170177,PICHINCHA,QUITO,POMASQUI,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
50290.01,APREHENDIDO,SOLTERO/A,NO APLICA,41,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/24/2024,14:34,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,08D02,08D02C01,08D02C01S04,ZONA 1,ESMERALDAS,ELOY ALFARO,LIMONES,LIMONES 4,8,802,80257,ESMERALDAS,ELOY ALFARO,PAMPANAL DE BOLIVAR,NO,CONTRAVENCIONES CONTRA EL DERECHO DE PROPIEDAD,CONTRAVENCIÓN DE HURTO,SIN DATO
90111.03,APREHENDIDO,SOLTERO/A,SIN DATO,29,HOMBRE,MASCULINO,VENEZOLANO,MESTIZO/A,0,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,NORMAL,A PIE,ARMAS DE FUEGO,PISTOLA,1/19/2024,14:00,LOCAL DE NECESIDADES BÁSICAS,LUGARES QUE PRESTAN SERVICIOS,13D02,13D02C09,13D02C09S02,ZONA 4,MANABI,MANTA,MIRAFLORES,MIRAFLORES 2,13,1308,130850,MANABI,MANTA,MANTA,SI,DELITOS CONTRA LA SEGURIDAD PÚBLICA,TENENCIA Y PORTE DE ARMAS,SIN DATO
2089.02,APREHENDIDO,CASADO/A,REGULAR,46,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,CUARTO NIVEL O DE POSGRADO,NORMAL,A PIE,NINGUNA,NINGUNA,1/21/2024,16:30,ESPACIO PRIVADO,ÁREA PRIVADA,10D01,10D01C06,10D01C06S02,ZONA 1,IMBABURA,CIUDAD BLANCA,LA FLORIDA,LA FLORIDA 2,10,1001,100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA PSICOLÓGICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
20121,APREHENDIDO,CASADO/A,NO APLICA,44,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,A PIE,ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE),MACHETES,1/31/2024,20:20,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,19D04,19D04C03,19D04C03S01,ZONA 7,ZAMORA CHINCHIPE,YANTZAZA,PANGUI,PANGUI 1,19,1906,190650,ZAMORA CHINCHIPE,EL PANGUI,EL PANGUI,SI,DELITOS CONTRA LA INTEGRIDAD PERSONAL,INTIMIDACIÓN,SIN DATO
20721.02,APREHENDIDO,SOLTERO/A,REGULAR,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/19/2024,22:50,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D11,17D11C01,17D11C01S01,ZONA 2,PICHINCHA,RUMIÑAHUI - MEJIA,MACHACHI SUR,MACHACHI SUR 1,17,1703,170350,PICHINCHA,MEJIA,MACHACHI,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,DE 0.8 A 1.2 GRAMOS
110900.04,APREHENDIDO,SOLTERO/A,NO APLICA,42,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/25/2024,11:40,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,11D01,11D01C09,11D01C09S01,ZONA 7,LOJA,LOJA,IV CENTENARIO,IV CENTENARIO 1,11,1101,110150,LOJA,LOJA,LOJA,SI,CONTRAVENCIONES,CONTRAVENCIONES DE SEGUNDA CLASE,SIN DATO
20721.02,APREHENDIDO,SOLTERO/A,SIN DATO,30,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,ALIENTO A LICOR,MOTOCICLETA,NINGUNA,NINGUNA,1/19/2024,22:03,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,21D02,21D02C03,21D02C03S02,ZONA 1,SUCUMBIOS,LAGO AGRIO,PARQUE ECOLOGICO,PARQUE ECOLOGICO 2,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,DE 0.8 A 1.2 GRAMOS
10102.04,APREHENDIDO,SOLTERO/A,NO APLICA,36,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/10/2024,17:00,CASA/VILLA,VIVIENDA/ALOJAMIENTO,18D01,18D01C04,18D01C04S02,ZONA 3,TUNGURAHUA,AMBATO NORTE,ATOCHA FICOA,ATOCHA FICOA 2,18,1801,180150,TUNGURAHUA,AMBATO,AMBATO,SI,DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA,VIOLACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,32,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/30/2024,18:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D04,17D04C04,17D04C04S01,ZONA 9,DMQ,MANUELA SAENZ,PANECILLO,PANECILLO 1,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,REGULAR,48,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/17/2024,4:19,CASA/VILLA,VIVIENDA/ALOJAMIENTO,09D03,09D03C04,09D03C04S03,ZONA 8,DMG,9 DE OCTUBRE,GARAY,GARAY 3,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
20111.11,APREHENDIDO,SIN DATO,SIN DATO,35,HOMBRE,MASCULINO,PERUANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/22/2024,22:00,ESPACIO PRIVADO,ÁREA PRIVADA,23D01,23D01C10,23D01C10S01,ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,BOLIVAR,BOLIVAR 1,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
70490.03,APREHENDIDO,SOLTERO/A,SIN DATO,33,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/11/2024,12:00,ESPACIO PRIVADO,ÁREA PRIVADA,07D06,07D06C04,07D06C04S02,ZONA 7,EL ORO,SANTA ROSA,SANTA ROSA ESTE,SANTA ROSA ESTE 2,7,712,71250,EL ORO,SANTA ROSA,SANTA ROSA,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,RECEPTACIÓN,SIN DATO
,APREHENDIDO,DIVORCIADO/A,REGULAR,36,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/1/2024,14:20,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,10D01,10D01C12,10D01C12S01,ZONA 1,IMBABURA,CIUDAD BLANCA,LAS TOTORAS,LAS TOTORAS 1,10,1001,100150,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,SI,DELITOS CULPOSOS DE TRÁNSITO,LESIONES CAUSADAS POR ACCIDENTE DE TRÁNSITO,SIN DATO
100430.01,APREHENDIDO,SOLTERO/A,NO APLICA,47,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/13/2024,18:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D11,17D11C07,17D11C07S01,ZONA 2,PICHINCHA,RUMIÑAHUI - MEJIA,ILINIZAS,ILINIZAS 1,17,1703,170352,PICHINCHA,MEJIA,ALOASI,SI,DELITOS CONTRA LOS RECURSOS MINEROS,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,SIN DATO
60124.01,APREHENDIDO,SIN DATO,SIN DATO,26,HOMBRE,MASCULINO,COLOMBIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/17/2024,18:45,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D04,17D04C03,17D04C03S04,ZONA 9,DMQ,MANUELA SAENZ,CENTRO HISTORICO,CENTRO HISTORICO 4,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,DIVORCIADO/A,NO APLICA,42,MUJER,NO APLICA,ECUATORIANO,SIN DATO,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/5/2024,13:35,ESPACIO PRIVADO,ÁREA PRIVADA,17D03,17D03C17,17D03C17S05,ZONA 9,DMQ,LA DELICIA,CARCELEN,CARCELEN 5,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,REGULAR,22,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/27/2024,17:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D01,06D01C06,06D01C06S02,ZONA 3,CHIMBORAZO,RIOBAMBA,LA ESTACION,LA ESTACION 2,6,601,60150,CHIMBORAZO,RIOBAMBA,RIOBAMBA,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
4011,APREHENDIDO,SOLTERO/A,REGULAR,44,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/5/2024,11:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D11,17D11C01,17D11C01S01,ZONA 2,PICHINCHA,RUMIÑAHUI - MEJIA,MACHACHI SUR,MACHACHI SUR 1,17,1703,170350,PICHINCHA,MEJIA,MACHACHI,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO A PERSONAS,CARTERISTAS
20721.02,APREHENDIDO,SOLTERO/A,NO APLICA,29,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,CUARTO NIVEL O DE POSGRADO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/14/2024,0:11,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,16D01,16D01C02,16D01C02S01,ZONA 3,PASTAZA,PASTAZA,PUYO NORTE,PUYO NORTE 1,16,1601,160150,PASTAZA,PASTAZA,PUYO,SI,CONTRAVENCIONES DE TRÁNSITO,CONDUCCIÓN DE VEHÍCULO EN ESTADO DE EMBRIAGUEZ,SUPERA 1.2 GRAMOS
20221.01,APREHENDIDO,SOLTERO/A,SIN DATO,28,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/31/2024,6:15,ESPACIO PRIVADO,ÁREA PRIVADA,12D01,12D01C15,12D01C15S01,ZONA 5,LOS RIOS,BABAHOYO,BABA,BABA 1,12,1202,120250,LOS RIOS,BABA,BABA,SI,DELITOS CONTRA LA LIBERTAD PERSONAL,SECUESTRO,SIN DATO
10102.04,DETENIDO,SOLTERO/A,NO APLICA,21,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/24/2024,10:53,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,06D05,06D05C02,06D05C02S01,ZONA 3,CHIMBORAZO,GUANO,GUANO,GUANO 1,6,607,60750,CHIMBORAZO,GUANO,GUANO,NO,DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA,VIOLACIÓN,SIN DATO
40121.03,APREHENDIDO,SOLTERO/A,NO APLICA,21,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,EDUCACIÓN GENERAL BÁSICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/29/2024,21:50,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D23,09D23C01,09D23C01S03,ZONA 8,DMG,SAMBORONDON,SAMBORONDON,SAMBORONDON 3,9,916,91650,GUAYAS,SAMBORONDON,SAMBORONDON,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,ROBO DE CARROS,ASALTO
20111.11,APREHENDIDO,SOLTERO/A,NO APLICA,36,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/21/2024,11:30,ESPACIO PRIVADO,ÁREA PRIVADA,09D06,09D06C03,09D06C03S01,ZONA 8,DMG,FLORIDA,SAMANES,SAMANES 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
,APREHENDIDO,SIN DATO,SIN DATO,25,HOMBRE,MASCULINO,VENEZOLANO,SIN DATO,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/15/2024,22:51,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D05,17D05C03,17D05C03S01,ZONA 9,DMQ,EUGENIO ESPEJO,LAS CASAS,LAS CASAS 1,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,OTROS ROBOS,SIN DATO
,APREHENDIDO,SOLTERO/A,SIN DATO,45,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,TAXI,NINGUNA,NINGUNA,1/8/2024,18:00,OTRO LOCAL COMERCIAL,ÁREAS DEDICADAS AL COMERCIO,12D01,12D01C06,12D01C06S01,ZONA 5,LOS RIOS,BABAHOYO,TERMINAL TERRESTRE,TERMINAL TERRESTRE 1,12,1201,120150,LOS RIOS,BABAHOYO,BABAHOYO,SI,"DELITOS CONTRA LA ACTIVIDAD HIDROCARBURÍFERA, DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO Y BIOCOMBUSTIBLES","ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL O MAL USO DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",SIN DATO
70490.03,APREHENDIDO,SOLTERO/A,SIN DATO,32,HOMBRE,MASCULINO,ECUATORIANO,SIN DATO,0,SIN DATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/1/2024,20:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,12D03,12D03C10,12D03C10S01,ZONA 5,LOS RIOS,QUEVEDO,ALEJO LASCANO,ALEJO LASCANO 1,12,1212,121250,LOS RIOS,MOCACHE,MOCACHE,SI,DELITOS CONTRA EL DERECHO A LA PROPIEDAD,RECEPTACIÓN,SIN DATO
,APREHENDIDO,CASADO/A,NO APLICA,27,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/30/2024,13:00,ESPACIO PRIVADO,ÁREA PRIVADA,03D02,03D02C05,03D02C05S01,ZONA 6,CAÑAR,CAÑAR,ZHUD,ZHUD 1,3,303,30357,CAÑAR,CAÑAR,JUNCAL,SI,"DELITOS CONTRA LA ACTIVIDAD HIDROCARBURÍFERA, DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO Y BIOCOMBUSTIBLES","ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL O MAL USO DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",SIN DATO
,DETENIDO,CASADO/A,NO APLICA,25,HOMBRE,NO APLICA,ECUATORIANO,MESTIZO/A,0,NO APLICA,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/13/2024,16:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,11D01,11D01C17,11D01C17S01,ZONA 7,LOJA,LOJA,SAUCES NORTE,SAUCES NORTE 1,11,1101,110150,LOJA,LOJA,LOJA,NO,BOLETAS,BOLETA DE APREMIO,SIN DATO
,DETENIDO,DIVORCIADO/A,SIN DATO,40,MUJER,FEMENINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,NORMAL,SIN DATO,NINGUNA,NINGUNA,1/31/2024,8:10,CASA/VILLA,VIVIENDA/ALOJAMIENTO,17D07,17D07C03,17D07C03S02,ZONA 9,DMQ,QUITUMBE,LAS CUADRAS,LAS CUADRAS 2,17,1701,170150,PICHINCHA,QUITO,QUITO,NO,BOLETAS,BOLETA DE DETENCIÓN/CAPTURA,SIN DATO
20111.11,APREHENDIDO,CASADO/A,REGULAR,41,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,A PIE,NINGUNA,NINGUNA,1/25/2024,0:10,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,18D02,18D02C10,18D02C10S01,ZONA 3,TUNGURAHUA,AMBATO SUR,SANTA ROSA,SANTA ROSA 1,18,1801,180165,TUNGURAHUA,AMBATO,SANTA ROSA,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
20111.11,APREHENDIDO,DIVORCIADO/A,NO APLICA,36,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,BACHILLERATO,ALIENTO A LICOR,AUTOMOVIL,NINGUNA,NINGUNA,1/7/2024,21:20,ESPACIO PRIVADO,ÁREA PRIVADA,01D01,01D01C20,01D01C20S01,ZONA 6,AZUAY,CUENCA NORTE,SININCAY,SININCAY 1,1,101,10167,AZUAY,CUENCA,SININCAY,SI,DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,VIOLENCIA FÍSICA CONTRA LA MUJER O MIEMBROS DEL NÚCLEO FAMILIAR,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,NO APLICA,34,HOMBRE,MASCULINO,ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,0,NO APLICA,NORMAL,A PIE,NINGUNA,NINGUNA,1/18/2024,11:00,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,17D03,17D03C09,17D03C09S03,ZONA 9,DMQ,LA DELICIA,PONCIANO,PONCIANO 3,17,1701,170150,PICHINCHA,QUITO,QUITO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
60124.01,APREHENDIDO,SOLTERO/A,SIN DATO,30,HOMBRE,MASCULINO,ECUATORIANO,MESTIZO/A,0,SIN DATO,NORMAL,A PIE,NINGUNA,NINGUNA,1/26/2024,11:30,VÍA PÚBLICA,ÁREAS DE ACCESO PUBLICO,09D17,09D17C01,09D17C01S02,ZONA 5,GUAYAS,MILAGRO,BELLAVISTA,BELLAVISTA 2,9,910,91050,GUAYAS,MILAGRO,MILAGRO,SI,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN,SIN DATO
